year,direction_ferme,value,kind,peace_reg_memory,peace_reg
1743,Marseille,51257214.4763149,imports_no_colonial_trade,,
1744,Marseille,27444079.454883117,imports_no_colonial_trade,50707761.04877756,50707761.04877756
1745,Marseille,30519572.713286694,imports_no_colonial_trade,54008006.00871136,54008006.00871136
1746,Marseille,29239732.360243663,imports_no_colonial_trade,57523042.87762122,57523042.87762122
1747,Marseille,34037964.11593708,imports_no_colonial_trade,61266851.09179798,61266851.09179798
1748,Marseille,36420566.623689994,imports_no_colonial_trade,65254319.91993697,65254319.91993697
1749,Marseille,76651091.74,imports_no_colonial_trade,,
1750,Marseille,65022076.45985266,imports_no_colonial_trade,,
1751,Marseille,60684478.26916321,imports_no_colonial_trade,,
1752,Marseille,61179307.09939415,imports_no_colonial_trade,,
1753,Marseille,57727467.47049629,imports_no_colonial_trade,,
1754,Marseille,56397374.95040833,imports_no_colonial_trade,,
1755,Marseille,63892781.06040091,imports_no_colonial_trade,,
1756,Marseille,45394393.51779965,imports_no_colonial_trade,69277887.45883065,55368801.81951939
1757,Marseille,49247496.02619471,imports_no_colonial_trade,71376716.21958092,53654290.816327535
1758,Marseille,33579598.635128014,imports_no_colonial_trade,73539130.66875932,51992870.14349262
1759,Marseille,34267182.28453625,imports_no_colonial_trade,75767057.18542577,50382895.84354095
1760,Marseille,,imports_no_colonial_trade,78062480.50982556,48822774.86461871
1761,Marseille,44138932.7647085,imports_no_colonial_trade,80427445.51149154,47310963.48418465
1762,Marseille,52144459.65509763,imports_no_colonial_trade,82864059.0109073,45845965.78151364
1763,Marseille,66343523.90470812,imports_no_colonial_trade,85374491.6563587,44426332.157499544
1764,Marseille,65599762.61804277,imports_no_colonial_trade,,
1765,Marseille,59936914.32649517,imports_no_colonial_trade,,
1766,Marseille,61994905.49687845,imports_no_colonial_trade,,
1767,Marseille,67814206.64635593,imports_no_colonial_trade,,
1768,Marseille,76100535.95197742,imports_no_colonial_trade,,
1769,Marseille,64549575.689843126,imports_no_colonial_trade,,
1770,Marseille,69058660.48293005,imports_no_colonial_trade,,
1771,Marseille,80349822.38526821,imports_no_colonial_trade,,
1772,Marseille,67747966.14078277,imports_no_colonial_trade,,
1773,Marseille,83600905.38875309,imports_no_colonial_trade,,
1774,Marseille,58744858.59943969,imports_no_colonial_trade,,
1775,Marseille,60660338.35049526,imports_no_colonial_trade,,
1776,Marseille,80566397.98789082,imports_no_colonial_trade,74235371.49146512,69582002.3928786
1777,Marseille,69524421.43641737,imports_no_colonial_trade,75101053.86178377,69893322.65312018
1778,Marseille,47710875.594401255,imports_no_colonial_trade,75976831.23063539,70206035.80665484
1779,Marseille,51470007.08804117,imports_no_colonial_trade,76862821.31902066,70520148.08549453
1780,Marseille,57837501.61228867,imports_no_colonial_trade,77759143.22072354,70835665.74953486
1781,Marseille,,imports_no_colonial_trade,78665917.4183175,71152595.08667889
1782,Marseille,,imports_no_colonial_trade,79583265.79936293,71470942.41296297
1783,Marseille,,imports_no_colonial_trade,80511311.67278881,71790714.07268155
1784,Marseille,,imports_no_colonial_trade,,
1785,Marseille,,imports_no_colonial_trade,,
1786,Marseille,,imports_no_colonial_trade,,
1787,Marseille,,imports_no_colonial_trade,,
1788,Marseille,,imports_no_colonial_trade,,
1789,Marseille,97443863.93623614,imports_no_colonial_trade,,
1716,Marseille,,exports_no_colonial_trade,,
1717,Marseille,,exports_no_colonial_trade,,
1718,Marseille,,exports_no_colonial_trade,,
1719,Marseille,,exports_no_colonial_trade,,
1720,Marseille,,exports_no_colonial_trade,,
1721,Marseille,,exports_no_colonial_trade,,
1722,Marseille,,exports_no_colonial_trade,,
1723,Marseille,,exports_no_colonial_trade,,
1724,Marseille,,exports_no_colonial_trade,,
1725,Marseille,,exports_no_colonial_trade,,
1726,Marseille,,exports_no_colonial_trade,,
1727,Marseille,,exports_no_colonial_trade,,
1728,Marseille,,exports_no_colonial_trade,,
1729,Marseille,,exports_no_colonial_trade,,
1730,Marseille,,exports_no_colonial_trade,,
1731,Marseille,,exports_no_colonial_trade,,
1732,Marseille,,exports_no_colonial_trade,,
1733,Marseille,,exports_no_colonial_trade,,
1734,Marseille,,exports_no_colonial_trade,,
1735,Marseille,,exports_no_colonial_trade,,
1736,Marseille,,exports_no_colonial_trade,,
1737,Marseille,,exports_no_colonial_trade,,
1738,Marseille,,exports_no_colonial_trade,,
1739,Marseille,,exports_no_colonial_trade,,
1740,Marseille,41764236.79065416,exports_no_colonial_trade,,
1741,Marseille,40221447.02097401,exports_no_colonial_trade,,
1742,Marseille,,exports_no_colonial_trade,,
1743,Marseille,51257214.4763149,exports_no_colonial_trade,,
1744,Marseille,27444079.454883117,exports_no_colonial_trade,54054785.76602194,54054785.76602194
1745,Marseille,30519572.713286694,exports_no_colonial_trade,58313593.04543868,58313593.04543868
1746,Marseille,29239732.360243663,exports_no_colonial_trade,62907938.412486024,62907938.412486024
1747,Marseille,34037964.11593708,exports_no_colonial_trade,67864257.86223587,67864257.86223587
1748,Marseille,,exports_no_colonial_trade,73211070.19901843,73211070.19901843
1749,Marseille,76651091.74,exports_no_colonial_trade,,
1750,Marseille,65022076.45985266,exports_no_colonial_trade,,
1751,Marseille,60684478.26916321,exports_no_colonial_trade,,
1752,Marseille,61179307.09939415,exports_no_colonial_trade,,
1753,Marseille,,exports_no_colonial_trade,,
1754,Marseille,,exports_no_colonial_trade,,
1755,Marseille,63892781.06040091,exports_no_colonial_trade,,
1756,Marseille,45394393.51779965,exports_no_colonial_trade,74680772.14682148,58958324.78566127
1757,Marseille,,exports_no_colonial_trade,77233358.23846413,57674051.711480714
1758,Marseille,,exports_no_colonial_trade,79873191.63042176,56417753.60665455
1759,Marseille,34267182.28453625,exports_no_colonial_trade,82603254.4322644,55188821.100071505
1760,Marseille,,exports_no_colonial_trade,85426630.68195939,53986658.09438469
1761,Marseille,44138932.7647085,exports_no_colonial_trade,88346509.82978022,52810681.47687279
1762,Marseille,52144459.65509763,exports_no_colonial_trade,91366190.34129548,51660320.8365995
1763,Marseille,66343523.90470812,exports_no_colonial_trade,94489083.42350759,50535018.18773406
1764,Marseille,65599762.61804277,exports_no_colonial_trade,,
1765,Marseille,59936914.32649517,exports_no_colonial_trade,,
1766,Marseille,61994905.49687845,exports_no_colonial_trade,,
1767,Marseille,67814206.64635593,exports_no_colonial_trade,,
1768,Marseille,76100535.95197742,exports_no_colonial_trade,,
1769,Marseille,64549575.689843126,exports_no_colonial_trade,,
1770,Marseille,69058660.48293005,exports_no_colonial_trade,,
1771,Marseille,,exports_no_colonial_trade,,
1772,Marseille,67747966.14078277,exports_no_colonial_trade,,
1773,Marseille,83600905.38875309,exports_no_colonial_trade,,
1774,Marseille,58744858.59943969,exports_no_colonial_trade,,
1775,Marseille,60660338.35049526,exports_no_colonial_trade,,
1776,Marseille,80566397.98789082,exports_no_colonial_trade,72152491.2770217,67664001.4520421
1777,Marseille,69524421.43641737,exports_no_colonial_trade,72845427.92734857,67835344.07951212
1778,Marseille,47710875.594401255,exports_no_colonial_trade,73545019.38879654,68007120.59051462
1779,Marseille,51470007.08804117,exports_no_colonial_trade,74251329.57270736,68179332.08375461
1780,Marseille,57837501.61228867,exports_no_colonial_trade,74964423.00421321,68351979.66071858
1781,Marseille,,exports_no_colonial_trade,75684364.82813147,68525064.42568249
1782,Marseille,,exports_no_colonial_trade,76411220.814916,68698587.48571864
1783,Marseille,,exports_no_colonial_trade,77145057.36666562,68872549.95070244
1784,Marseille,,exports_no_colonial_trade,,
1785,Marseille,,exports_no_colonial_trade,,
1786,Marseille,,exports_no_colonial_trade,,
1787,Marseille,,exports_no_colonial_trade,,
1788,Marseille,,exports_no_colonial_trade,,
1789,Marseille,97443863.93623614,exports_no_colonial_trade,,
1716,Rouen,,total,,
1717,Rouen,,total,,
1718,Rouen,,total,,
1719,Rouen,,total,,
1720,Rouen,,total,,
1721,Rouen,,total,,
1722,Rouen,,total,,
1723,Rouen,,total,,
1724,Rouen,,total,,
1725,Rouen,,total,,
1726,Rouen,,total,,
1727,Rouen,,total,,
1728,Rouen,14072672.40867946,total,,
1729,Rouen,,total,,
1730,Rouen,23613993.97342962,total,,
1731,Rouen,14160825.509025889,total,,
1732,Rouen,29811350.008447103,total,,
1733,Rouen,16522901.288468659,total,,
1734,Rouen,,total,,
1735,Rouen,,total,,
1736,Rouen,,total,,
1737,Rouen,,total,,
1738,Rouen,35842716.142429635,total,,
1739,Rouen,,total,,
1740,Rouen,,total,,
1741,Rouen,,total,,
1742,Rouen,,total,,
1743,Rouen,,total,,
1744,Rouen,,total,55563719.9632396,55563719.9632396
1745,Rouen,,total,60283364.97740897,60283364.97740897
1746,Rouen,,total,65403901.95983402,65403901.95983402
1747,Rouen,,total,70959383.12625092,70959383.12625092
1748,Rouen,,total,76986753.1259902,76986753.1259902
1749,Rouen,,total,,
1750,Rouen,58474351.935568735,total,,
1751,Rouen,,total,,
1752,Rouen,,total,,
1753,Rouen,,total,,
1754,Rouen,,total,,
1755,Rouen,48031151.68087739,total,,
1756,Rouen,,total,63882208.84828139,46177935.92247358
1757,Rouen,,total,66949059.02706247,44396223.93874587
1758,Rouen,,total,70163142.21779884,42683256.85514293
1759,Rouen,,total,73531526.76701836,41036382.24448445
1760,Rouen,,total,77061620.357662,39453050.01983488
1761,Rouen,,total,80761186.29991595,37930808.485848546
1762,Rouen,,total,84638360.60412303,36467300.542462386
1763,Rouen,45496805.8926687,total,88701669.87332772,35060260.035069674
1764,Rouen,50161964.588806435,total,,
1765,Rouen,,total,,
1766,Rouen,50794330.35516087,total,,
1767,Rouen,72615731.36479175,total,,
1768,Rouen,56837509.56298819,total,,
1769,Rouen,80927211.65017723,total,,
1770,Rouen,49023498.41898596,total,,
1771,Rouen,73327506.14141776,total,,
1772,Rouen,50188548.491578735,total,,
1773,Rouen,69964917.04095003,total,,
1774,Rouen,79898324.58004877,total,,
1775,Rouen,65971194.48840465,total,,
1776,Rouen,87589893.64933136,total,76996265.71128829,72459875.08523373
1777,Rouen,,total,79243116.97523859,74244769.94752476
1778,Rouen,,total,81555534.28392671,76073631.89733402
1779,Rouen,,total,83935430.93988976,77947543.97032076
1780,Rouen,,total,86384776.07832299,79867615.88042514
1781,Rouen,,total,88905596.29635,81834984.67702764
1782,Rouen,,total,91499977.32983658,83850815.41830109
1783,Rouen,,total,94170065.77913621,85916301.86114949
1784,Rouen,,total,,
1785,Rouen,,total,,
1786,Rouen,,total,,
1787,Rouen,,total,,
1788,Rouen,,total,,
1789,Rouen,150323252.0,total,,
1716,Rouen,,imports,,
1717,Rouen,,imports,,
1718,Rouen,,imports,,
1719,Rouen,,imports,,
1720,Rouen,,imports,,
1721,Rouen,,imports,,
1722,Rouen,,imports,,
1723,Rouen,,imports,,
1724,Rouen,,imports,,
1725,Rouen,,imports,,
1726,Rouen,,imports,,
1727,Rouen,,imports,,
1728,Rouen,8648828.04988584,imports,,
1729,Rouen,,imports,,
1730,Rouen,16801436.673080415,imports,,
1731,Rouen,9755125.65871325,imports,,
1732,Rouen,19257782.9894135,imports,,
1733,Rouen,10767450.28992151,imports,,
1734,Rouen,6682058.009775699,imports,,
1735,Rouen,8874685.992726615,imports,,
1736,Rouen,10284951.57125027,imports,,
1737,Rouen,,imports,,
1738,Rouen,23667567.81654513,imports,,
1739,Rouen,,imports,,
1740,Rouen,,imports,,
1741,Rouen,,imports,,
1742,Rouen,,imports,,
1743,Rouen,,imports,,
1744,Rouen,,imports,16271560.249696512,16271560.249696512
1745,Rouen,,imports,16761384.356759459,16761384.356759459
1746,Rouen,,imports,17265953.678920172,17265953.678920172
1747,Rouen,,imports,17785712.09259307,17785712.09259307
1748,Rouen,,imports,18321116.836240534,18321116.836240534
1749,Rouen,,imports,,
1750,Rouen,34308264.03838983,imports,,
1751,Rouen,,imports,,
1752,Rouen,,imports,,
1753,Rouen,,imports,,
1754,Rouen,,imports,,
1755,Rouen,24352828.677996635,imports,,
1756,Rouen,,imports,31542791.93378152,22739428.59967729
1757,Rouen,,imports,32908137.372031994,21232917.944641374
1758,Rouen,,imports,34332582.46670048,19826215.17808375
1759,Rouen,,imports,35818685.37581072,18512707.924201306
1760,Rouen,,imports,37369114.98853046,17286221.883924425
1761,Rouen,,imports,38986655.71822105,16140991.81188045
1762,Rouen,,imports,40674212.5029611,15071634.416163156
1763,Rouen,23824953.36938641,imports,42434816.02252059,14073123.053521525
1764,Rouen,26470996.890193116,imports,,
1765,Rouen,,imports,,
1766,Rouen,25353315.665176697,imports,,
1767,Rouen,46901043.470863774,imports,,
1768,Rouen,34296141.229324356,imports,,
1769,Rouen,56522477.47787039,imports,,
1770,Rouen,32609788.676224675,imports,,
1771,Rouen,47961553.222477585,imports,,
1772,Rouen,30417758.14715292,imports,,
1773,Rouen,44410546.42205017,imports,,
1774,Rouen,54178534.07285963,imports,,
1775,Rouen,33387256.816037744,imports,,
1776,Rouen,58601908.63290791,imports,46949488.64167786,46362708.95879322
1777,Rouen,,imports,48452988.2002931,47918063.190999724
1778,Rouen,,imports,50004635.48081417,49525595.71136038
1779,Rouen,,imports,51605972.3547451,51187056.97240697
1780,Rouen,,imports,53258590.070125125,52904256.150025964
1781,Rouen,,imports,54964130.83275235,54679063.113480836
1782,Rouen,,imports,56724289.438044466,56513410.46152356
1783,Rouen,,imports,58540814.95515424,58409295.62681615
1784,Rouen,,imports,,
1785,Rouen,,imports,,
1786,Rouen,,imports,,
1787,Rouen,,imports,,
1788,Rouen,,imports,,
1789,Rouen,108058409.0,imports,,
1716,Rouen,,exports,,
1717,Rouen,,exports,,
1718,Rouen,,exports,,
1719,Rouen,,exports,,
1720,Rouen,,exports,,
1721,Rouen,,exports,,
1722,Rouen,,exports,,
1723,Rouen,,exports,,
1724,Rouen,,exports,,
1725,Rouen,,exports,,
1726,Rouen,,exports,,
1727,Rouen,,exports,,
1728,Rouen,5423844.358793621,exports,,
1729,Rouen,,exports,,
1730,Rouen,6812557.300349207,exports,,
1731,Rouen,4405699.850312639,exports,,
1732,Rouen,10553567.019033602,exports,,
1733,Rouen,5755450.998547149,exports,,
1734,Rouen,,exports,,
1735,Rouen,,exports,,
1736,Rouen,,exports,,
1737,Rouen,,exports,,
1738,Rouen,12175148.325884502,exports,,
1739,Rouen,,exports,,
1740,Rouen,,exports,,
1741,Rouen,,exports,,
1742,Rouen,,exports,,
1743,Rouen,,exports,,
1744,Rouen,,exports,18439209.39172389,18439209.39172389
1745,Rouen,,exports,19982836.621361446,19982836.621361446
1746,Rouen,,exports,21655687.66821628,21655687.66821628
1747,Rouen,,exports,23468580.425765235,23468580.425765235
1748,Rouen,,exports,25433238.400873248,25433238.400873248
1749,Rouen,,exports,,
1750,Rouen,24166087.897178903,exports,,
1751,Rouen,,exports,,
1752,Rouen,,exports,,
1753,Rouen,,exports,,
1754,Rouen,,exports,,
1755,Rouen,23678323.002880752,exports,,
1756,Rouen,,exports,29804220.6877048,23581957.838447478
1757,Rouen,,exports,31657526.108836845,23485984.857401334
